MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,Pave,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,RFn,TA,Y,NA,NA,NA,ConLD
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,Av,GLQ,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Min2,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,LwQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,NA,None,TA,Slab,NA,NA,NA,NA,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,PConc,TA,TA,Av,GLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Pave,Stone,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,Av,BLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,MnPrv,NA,COD
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Min1,Gd,Detchd,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,Ex,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,Mn,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,Ex,CBlock,Gd,Ex,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,GdWo,NA,WD 
C (all),Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Mansard,CompShg,AsbShng,NA,None,Fa,CBlock,Fa,TA,No,Unf,GasA,TA,N,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Ex,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,MnPrv,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Grvl,None,Gd,BrkTil,TA,TA,No,Rec,GasW,TA,N,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,GdWo,NA,CWD
RL,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,Stone,TA,CBlock,Gd,TA,Gd,ALQ,GasA,Ex,Y,SBrkr,Min1,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Grvl,None,TA,BrkTil,TA,TA,No,ALQ,GasA,TA,Y,FuseA,Typ,Gd,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Min1,TA,Attchd,RFn,TA,Y,NA,GdWo,Shed,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,PConc,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,P,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,Slab,NA,NA,NA,NA,GasA,Fa,N,SBrkr,Min2,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,NA,Stone,TA,CBlock,TA,TA,Mn,Rec,GasA,Gd,Y,SBrkr,Mod,TA,Basment,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,Gd,NA,NA,NA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,GdWo,NA,COD
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Grvl,None,TA,CBlock,TA,TA,No,Unf,GasA,Gd,Y,FuseA,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,Grvl,None,TA,CBlock,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnWw,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,Mansard,CompShg,Wd Sdng,NA,BrkFace,Gd,CBlock,Gd,TA,No,GLQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Ex,Gd,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,2Types,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,TA,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,NA,None,TA,CBlock,Gd,TA,Mn,Rec,GasA,Ex,Y,SBrkr,Mod,Po,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,Fa,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,NA,None,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,Con
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,N,FuseA,Typ,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,NA,None,Gd,CBlock,TA,TA,No,Unf,GasA,Gd,N,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,Gd,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,NA,BrkFace,TA,PConc,Ex,TA,Gd,Unf,GasA,Ex,Y,SBrkr,Typ,Ex,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Grvl,None,Gd,PConc,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,NA,NA,NA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,LwQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,None,Gd,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,Av,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,Pave,None,TA,PConc,Ex,Po,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,New
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,Fa,No,LwQ,GasA,TA,Y,FuseA,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,NA,BrkFace,TA,Slab,NA,NA,NA,NA,GasA,Ex,Y,SBrkr,Typ,Ex,BuiltIn,RFn,TA,Y,NA,NA,NA,ConLD
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,BrkFace,Gd,CBlock,Gd,TA,No,GLQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,Grvl,None,Fa,CBlock,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,PConc,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,NA,Stone,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,Gd,PConc,Gd,Gd,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,Fa,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,MnWw,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Fin,TA,Y,NA,NA,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,Gd,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,Gd,GLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,Av,ALQ,GasW,TA,N,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Min1,Fa,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,GdPrv,NA,WD 
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,Hip,CompShg,MetalSd,Grvl,None,TA,BrkTil,TA,Fa,No,Unf,GasA,TA,N,SBrkr,Sev,NA,NA,NA,NA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,NA,None,TA,CBlock,TA,TA,No,GLQ,GasA,TA,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,NA,None,TA,CBlock,Gd,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,TA,PConc,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,NA,None,Fa,BrkTil,Gd,TA,No,BLQ,Grav,Fa,N,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,Gd,CBlock,Fa,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,Oth
RL,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Pave,None,Gd,PConc,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,P,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,NA,Stone,TA,CBlock,TA,TA,No,LwQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,COD
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,TA,TA,Mn,Unf,GasW,Gd,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,Po,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,PConc,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
